age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret,sport_licence_oui,niveau_etude_bac,niveau_etude_bac+2,niveau_etude_doctorat,niveau_etude_master,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_oui,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
1.573777446266125,-0.8886509566618476,-0.19889225216074632,-1.4388226358338507,-1.3404213414057755,-1.2072667342537864,13157.101646368172,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.14926058756341057,-0.17991691475223578,0.3155419690264663,2.3537175793680083,1.003988382587184,1.5261908046256485,32408.309271881208,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.4549472370365018,-0.9685083134967318,-1.6745062024082753,1.0978923896031265,-1.271468114229512,-0.058968107416779394,17975.461375021725,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.9202112955031976,-0.8087935998269605,1.1819574994470337,0.6648790241026408,-0.6164124560550086,1.5261908046256485,16004.737730594868,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-1.6940533075485114,0.7983357064751176,0.498301494974554,1.185186501211009,0.5557924059414711,-0.0032050573957912967,10437.682759868923,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.0984566093476322,0.9480682505405288,-0.5914867893825658,0.047770155904343775,0.27997949723641685,-0.058968107416779394,500.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-1.456392889089265,0.07961949496114568,-0.63210001737103,-1.5624172691004565,-0.133739865821164,-1.422341095439703,500.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
0.4448904585847051,-0.00023786187374136606,-0.6050245320453874,0.09271365891038222,-0.9611785919363263,1.5261908046256485,500.0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0.8607961908883861,0.5188349575530159,-0.7945529293248864,-0.8208494695008222,1.2108480641159742,-0.058968107416779394,4494.300952230585,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
-1.0999022614003957,-0.8387401086400439,0.7419808629053393,-1.7473770699329993,0.5557924059414711,1.5261908046256485,500.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
-1.0999022614003957,1.1776581514408269,0.7352119915739279,0.2811306522818511,-0.4440293881143499,-1.4797840840942966,22788.001263240207,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
-1.3375626798596418,-0.09007738831298857,-0.14474128150946106,0.7936594461776355,-1.23699150064138,-0.0032050573957912967,18070.091787237645,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
-0.2680907967930337,0.019726477334978974,-1.1397653672268313,1.7167298540708866,-0.5819358424668768,-1.380559476836089,8464.616164954017,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.3854753539698935,-1.1781338751883095,0.9518158741790701,-1.4146222880613686,-0.06478663864490064,-0.058968107416779394,12373.56023523041,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0.6231357724291398,-1.1082586879577827,-0.8757793853018148,0.5118982542551638,0.004166588531362933,1.5261908046256485,20050.690685912497,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
-1.456392889089265,-1.4476524545060483,0.999197973498945,-0.8822146370667593,-1.3748979549939073,1.5261908046256485,16303.54507463377,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
-0.089845482948599,1.7965526669111915,1.1751886281156225,-0.5892175693927779,0.0731198157076265,-1.4551760771437499,500.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.5651663198670915,-0.5392750205092218,1.6828539779714238,-0.40771496109916117,0.004166588531362933,-0.0032050573957912967,500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.6839965290967147,0.059655155752422494,0.8841271608649632,1.2007438676361761,0.5902690195296029,-0.0032050573957912967,500.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
-0.7434116337115262,-1.20808038400139,0.24785325571235944,1.1229570355103402,-1.5817576365226977,-1.2821115974447816,500.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
-1.040487156785584,-0.4693998332786949,0.593065693614304,-1.7473770699329993,0.004166588531362933,-1.3505968030806628,17137.888522770147,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-1.3375626798596418,-0.060130879499905227,-0.8148595433191183,0.6458644651385476,-0.1682164794092958,-0.0032050573957912967,500.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.6331925508809364,-1.4875811329234918,-0.3275008074575488,-1.7473770699329993,-0.9611785919363263,-0.0032050573957912967,500.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.3854753539698935,1.167675981836464,-0.9163926132902785,0.24223723621893317,-1.685187477287093,-0.058968107416779394,21691.867312082977,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
0.6825508770439513,1.167675981836464,-0.760708572667833,-1.4604300892021385,0.03864320211949472,-0.0032050573957912967,23167.904430812967,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8622418429411494,-0.2897207804002033,0.42384391032903684,1.8264957171817882,1.0384649961753156,1.5261908046256485,1986.2237285384024,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
0.2666451447402704,-1.707188864219427,0.02448050177580607,-1.7473770699329993,1.5900908135854235,1.5261908046256485,500.0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
-1.456392889089265,0.02970864693934198,0.9382781315162485,-1.4016578160403959,-1.23699150064138,-0.0032050573957912967,500.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0.6825508770439513,0.2692807174439974,0.41707503899762655,1.1506145758217485,-0.3405995473499545,1.5261908046256485,500.0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.14781493551064726,0.458941939926852,-0.016132726212657652,-0.27547734648524036,1.0384649961753156,-1.3694918973122083,16750.901381517804,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1.157871713962444,-1.3079020800449974,0.23431551304953788,-0.7344196560276713,-1.3059447278176437,-0.0032050573957912967,500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1.4549472370365018,-0.050148709895545054,-0.4358027487601203,-0.22016226586242385,-1.3059447278176437,1.5261908046256485,27822.25265661032,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.14926058756341057,-0.3795603068394505,-0.9366992272845108,-0.14842552067970866,-1.4438511821701707,1.5261908046256485,12238.402238366429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1.0999022614003957,1.047889946584136,0.19370228506107318,-0.2936276073146021,-1.6507108636989611,1.5261908046256485,18547.59442206578,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
-0.8028267383263378,1.4072480523411222,-0.1379724101780498,-1.3817789589415712,0.24550288364828504,-0.0032050573957912967,500.0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
